co#	ordertype	ordertypedesc	order	orderdate	ordercount	linecount	shippedorders	shippedlines	invoicedorders	invoicedlines	sales_(eur)
08300	SZ	EDI Sales Order	20083471	2020-06-08	1	6	1	6	1	6	2049
08300	SZ	EDI Sales Order	20083524	2020-06-08	1	1	1	1	0	0	0
08300	SZ	EDI Sales Order	20083543	2020-06-08	1	3	1	3	1	3	2988
08300	SF	Non Billable Service Orders	20084287	2020-06-09	1	2	1	2	1	2	0
08300	SO	Sales Order	20083717	2020-06-09	1	1	1	1	0	0	2376
08300	SO	Sales Order	20083985	2020-06-09	1	1	1	1	1	1	858
08300	SO	Sales Order	20084146	2020-06-09	1	6	1	6	1	3	626
08300	SZ	EDI Sales Order	20084300	2020-06-09	1	3	1	3	1	3	928
08300	SZ	EDI Sales Order	20083826	2020-06-09	1	2	1	2	1	1	520
08300	SZ	EDI Sales Order	20084069	2020-06-09	1	1	1	1	1	1	44
08300	SZ	EDI Sales Order	20084085	2020-06-09	1	4	1	4	1	4	908
08300	SZ	EDI Sales Order	20084134	2020-06-09	1	4	1	4	1	4	2592
08300	SZ	EDI Sales Order	20084141	2020-06-09	1	1	1	1	1	1	375
08300	SZ	EDI Sales Order	20084190	2020-06-09	1	6	1	6	1	6	1200
08300	SZ	EDI Sales Order	20084235	2020-06-09	1	3	1	2	1	2	555
08300	SZ	EDI Sales Order	20083029	2020-06-08	1	2	1	2	1	2	1530
08300	SZ	EDI Sales Order	20083261	2020-06-08	1	2	0	0	0	0	0
08300	SZ	EDI Sales Order	20083288	2020-06-08	1	6	1	6	1	6	564
08300	SZ	EDI Sales Order	20083296	2020-06-08	1	6	1	6	1	3	2221
08300	SZ	EDI Sales Order	20083337	2020-06-08	1	2	1	2	1	1	9
08300	SZ	EDI Sales Order	20083462	2020-06-08	1	5	1	5	1	5	408
08300	SZ	EDI Sales Order	20083488	2020-06-08	1	2	1	2	1	2	3168
08300	SZ	EDI Sales Order	20083755	2020-06-08	1	1	1	1	1	1	1800
08300	SZ	EDI Sales Order	20083768	2020-06-08	1	1	1	1	1	1	528
08300	CF	Misc Credit	20083970	2020-06-09	1	1	1	1	1	1	-82
08300	S4	Do Not Use	20084114	2020-06-09	1	6	1	6	1	6	0
08300	S4	Do Not Use	20084286	2020-06-09	1	1	1	1	1	1	305
08300	S4	Do Not Use	20084432	2020-06-09	1	1	1	1	1	1	0
08300	SO	Sales Order	20083822	2020-06-09	1	2	1	2	1	2	2870
08300	SO	Sales Order	20083835	2020-06-09	1	1	1	1	1	1	9579
08300	SO	Sales Order	20084124	2020-06-09	1	1	0	0	0	0	0
08300	SO	Sales Order	20084229	2020-06-09	1	1	1	1	0	0	360
08300	SO	Sales Order	20084316	2020-06-09	1	10	1	10	1	9	0
08300	SZ	EDI Sales Order	20083831	2020-06-09	1	16	1	16	1	16	3130
08300	SZ	EDI Sales Order	20083972	2020-06-09	1	1	1	1	1	1	1960
08300	SZ	EDI Sales Order	20083983	2020-06-09	1	1	1	1	1	1	716
08300	SZ	EDI Sales Order	20083989	2020-06-09	1	1	1	1	1	1	2700
08300	SZ	EDI Sales Order	20084061	2020-06-09	1	1	1	1	1	1	135
08300	SZ	EDI Sales Order	20084139	2020-06-09	1	9	1	9	1	9	6594
08300	SZ	EDI Sales Order	20084167	2020-06-09	1	1	1	1	1	1	83
08300	SZ	EDI Sales Order	20084362	2020-06-09	1	5	1	5	1	5	1452
08300	SZ	EDI Sales Order	20085249	2020-06-09	1	5	1	5	1	5	5167
08300	S4	Do Not Use	20084877	2020-06-10	1	1	1	1	1	1	0
08300	S4	Do Not Use	20085279	2020-06-10	1	1	1	1	1	1	109
08300	SO	Sales Order	20084643	2020-06-10	1	2	1	2	1	2	210
08300	SO	Sales Order	20084777	2020-06-10	1	7	1	7	1	4	1285
08300	SO	Sales Order	20084785	2020-06-10	1	10	1	10	1	7	6718
08300	SO	Sales Order	20084848	2020-06-10	1	8	1	8	1	8	4480
08300	SO	Sales Order	20085081	2020-06-10	1	12	1	12	1	12	1636
08300	SZ	EDI Sales Order	20084712	2020-06-10	1	1	1	1	1	1	4800
08300	SZ	EDI Sales Order	20084843	2020-06-10	1	4	1	3	1	3	1740
08300	SZ	EDI Sales Order	20085075	2020-06-10	1	1	1	1	1	1	230
08300	SZ	EDI Sales Order	20085089	2020-06-10	1	4	1	4	1	4	1020
08300	SZ	EDI Sales Order	20085436	2020-06-10	1	2	1	2	1	2	51
08300	SZ	EDI Sales Order	20085509	2020-06-10	1	2	1	2	1	2	178
08300	CF	Misc Credit	20085955	2020-06-11	1	1	1	1	1	1	-3667
08300	DI	Deemed Invoice (Rev)	20000448	2020-06-11	1	296	1	296	1	296	-243258
08300	DQ	Miscellaneous Debit	20085362	2020-06-11	1	1	1	1	1	1	292
08300	S4	Do Not Use	20085397	2020-06-11	1	1	1	1	1	1	151
08300	S4	Do Not Use	20085530	2020-06-11	1	2	1	2	1	2	0
08300	S4	Do Not Use	20085857	2020-06-11	1	1	1	1	1	1	0
08300	SO	Sales Order	20085454	2020-06-11	1	1	1	1	1	1	67
08300	SO	Sales Order	20085490	2020-06-11	1	1	1	1	1	1	258
08300	SO	Sales Order	20085592	2020-06-11	1	1	1	1	1	1	0
08300	SO	Sales Order	20085691	2020-06-11	1	2	1	2	1	2	690
08300	SO	Sales Order	20085999	2020-06-11	1	1	1	1	0	0	0
08300	SZ	EDI Sales Order	20085393	2020-06-11	1	3	1	3	1	3	2816
08300	SZ	EDI Sales Order	20085430	2020-06-11	1	2	1	2	1	2	480
08300	SZ	EDI Sales Order	20085643	2020-06-11	1	8	1	8	1	8	2665
08300	SZ	EDI Sales Order	20085733	2020-06-11	1	3	1	3	1	3	438
08300	SZ	EDI Sales Order	20085738	2020-06-11	1	1	1	1	1	1	125
08300	SZ	EDI Sales Order	20085774	2020-06-11	1	5	1	5	1	2	90
08300	SZ	EDI Sales Order	20085828	2020-06-11	1	5	1	5	1	5	2254
08300	DQ	Miscellaneous Debit	20086550	2020-06-12	1	6	1	6	1	6	3500
08300	S4	Do Not Use	20086467	2020-06-12	1	1	1	1	1	1	0
08300	S4	Do Not Use	20086520	2020-06-12	1	1	1	1	1	1	0
08300	S4	Do Not Use	20086684	2020-06-12	1	1	1	1	1	1	0
08300	SO	Sales Order	20086086	2020-06-12	1	2	1	2	1	2	1050
08300	SO	Sales Order	20086161	2020-06-12	1	1	1	1	0	0	1755
08300	SO	Sales Order	20086490	2020-06-12	1	4	1	4	1	4	727
08300	SO	Sales Order	20086545	2020-06-12	1	1	1	1	1	1	60
08300	SO	Sales Order	20086619	2020-06-12	1	1	1	1	1	1	31
08300	SO	Sales Order	20086701	2020-06-12	1	3	1	3	1	3	238
08300	SO	Sales Order	20086715	2020-06-12	1	5	1	5	0	0	0
08300	SO	Sales Order	20087475	2020-06-12	1	4	1	4	1	4	0
08300	SZ	EDI Sales Order	20086199	2020-06-12	1	2	1	2	1	2	528
08300	SZ	EDI Sales Order	20086223	2020-06-12	1	2	1	2	1	2	548
08300	SZ	EDI Sales Order	20086259	2020-06-12	1	1	1	1	1	1	1049
08300	SZ	EDI Sales Order	20086302	2020-06-12	1	1	1	1	1	1	21
08300	SZ	EDI Sales Order	20086397	2020-06-12	1	1	1	1	1	1	41
08300	SZ	EDI Sales Order	20086444	2020-06-12	1	10	1	10	1	10	6483
08300	SZ	EDI Sales Order	20086476	2020-06-12	1	4	1	4	1	4	2064
08300	SZ	EDI Sales Order	20086750	2020-06-12	1	3	1	3	1	3	770
08300	DB	Deemed Commission CrNote	20000303	2020-06-13	1	18	1	18	1	18	-4236
08300	DI	Deemed Invoice (Rev)	20000456	2020-06-13	1	327	1	327	1	327	-279836
08300	SO	Sales Order	20087062	2020-06-13	1	13	1	13	0	0	0
08300	SO	Sales Order	20087081	2020-06-13	1	1	1	1	1	1	0
08300	S4	Do Not Use	20087357	2020-06-14	1	1	1	1	1	1	0
08300	CF	Misc Credit	20087385	2020-06-15	1	1	1	1	1	1	-2016
08300	CO	Credit note Customer Return	20088082	2020-06-15	1	2	1	2	1	2	-1514
08300	DQ	Miscellaneous Debit	20088081	2020-06-15	1	1	1	1	1	1	1064
08300	DQ	Miscellaneous Debit	20088149	2020-06-15	1	1	1	1	1	1	2448
08300	SA	Sample Order	20087797	2020-06-15	1	1	1	1	1	1	0
08300	SA	Sample Order	20088049	2020-06-15	1	12	1	12	1	12	0
08300	SO	Sales Order	20087419	2020-06-15	1	4	1	3	1	3	413
08300	SO	Sales Order	20087480	2020-06-15	1	2	0	0	0	0	0
08300	SO	Sales Order	20087559	2020-06-15	1	28	1	28	1	28	28925
08300	SO	Sales Order	20088009	2020-06-15	1	3	1	3	1	3	831
08300	SZ	EDI Sales Order	20087463	2020-06-15	1	1	0	0	0	0	0
08300	SZ	EDI Sales Order	20087552	2020-06-15	1	1	1	1	0	0	0
08300	SZ	EDI Sales Order	20087601	2020-06-15	1	3	1	3	1	3	662
08300	SZ	EDI Sales Order	20087613	2020-06-15	1	2	1	2	1	2	1104
08300	SZ	EDI Sales Order	20087636	2020-06-15	1	2	1	2	1	2	230
08300	SZ	EDI Sales Order	20087638	2020-06-15	1	2	1	2	1	2	682
08300	SZ	EDI Sales Order	20087782	2020-06-15	1	1	1	1	1	1	2366
08300	SZ	EDI Sales Order	20087816	2020-06-15	1	5	1	5	1	5	1111
08300	SZ	EDI Sales Order	20087897	2020-06-15	1	2	1	2	1	2	52
08300	SZ	EDI Sales Order	20087920	2020-06-15	1	2	1	2	1	2	590
08300	SZ	EDI Sales Order	20088255	2020-06-15	1	1	1	1	1	1	33
08300	SZ	EDI Sales Order	20088265	2020-06-15	1	26	1	25	1	25	11578
08300	CF	Misc Credit	20088472	2020-06-16	1	5	1	5	1	5	-1339
08300	DC	Deemed Commission Invoice	20000463	2020-06-16	1	91	1	91	1	91	17942
08300	S4	Do Not Use	20088924	2020-06-16	1	1	1	1	1	1	0
08300	SO	Sales Order	20088185	2020-06-16	1	2	1	2	1	2	5472
08300	SO	Sales Order	20088318	2020-06-16	1	1	1	1	1	1	0
08300	SO	Sales Order	20088462	2020-06-16	1	5	1	5	1	5	0
08300	SO	Sales Order	20088552	2020-06-16	1	4	1	4	1	4	2238
08300	SO	Sales Order	20088693	2020-06-16	1	1	1	1	1	1	472
08300	SZ	EDI Sales Order	20088598	2020-06-16	1	4	1	4	1	4	5195
08300	SZ	EDI Sales Order	20088609	2020-06-16	1	3	1	3	1	3	1944
08300	SZ	EDI Sales Order	20088610	2020-06-16	1	11	1	10	1	10	5981
08300	SZ	EDI Sales Order	20088650	2020-06-16	1	4	1	4	1	4	798
08300	CO	Credit note Customer Return	20089416	2020-06-17	1	1	1	1	1	1	-26
08300	DB	Deemed Commission CrNote	20000316	2020-06-17	1	4	1	4	1	4	-1153
08300	DH	Deemed CrNote (Rev)	20000317	2020-06-17	1	3	1	3	1	3	3659
08300	S4	Do Not Use	20089600	2020-06-17	1	1	1	1	1	1	0
08300	S4	Do Not Use	20089220	2020-06-17	1	1	1	1	1	1	0
08300	S4	Do Not Use	20089604	2020-06-17	1	1	1	1	1	1	0
08300	S4	Do Not Use	20089675	2020-06-17	1	1	1	1	1	1	0
08300	SO	Sales Order	20088991	2020-06-17	1	1	1	1	0	0	490
08300	SO	Sales Order	20089109	2020-06-17	1	6	1	6	1	6	989
08300	SO	Sales Order	20089437	2020-06-17	1	2	0	0	0	0	6016
08300	SZ	EDI Sales Order	20089165	2020-06-17	1	2	1	2	1	2	379
08300	SZ	EDI Sales Order	20089289	2020-06-17	1	12	1	12	1	12	5854
08300	SZ	EDI Sales Order	20089382	2020-06-17	1	1	1	1	1	1	1101
08300	SZ	EDI Sales Order	20089394	2020-06-17	1	2	1	2	1	2	1264
08300	SZ	EDI Sales Order	20089482	2020-06-17	1	6	1	6	1	6	2880
08300	SA	Sample Order	20082933	2020-06-08	1	2	1	2	1	2	0
08300	SO	Sales Order	20083037	2020-06-08	1	1	1	1	1	1	395
08300	SO	Sales Order	20083133	2020-06-08	1	9	1	9	1	9	0
08300	SO	Sales Order	20083532	2020-06-08	1	1	1	1	1	1	1100
08300	SU	Home Patient Order	20082977	2020-06-08	1	1	1	1	1	1	1080
08300	SZ	EDI Sales Order	20083126	2020-06-08	1	2	1	2	1	2	1368
08300	SZ	EDI Sales Order	20083138	2020-06-08	1	5	1	5	1	5	2859
08300	SZ	EDI Sales Order	20083203	2020-06-08	1	1	1	1	1	1	72
08300	SZ	EDI Sales Order	20083266	2020-06-08	1	3	1	3	1	3	200
08300	SZ	EDI Sales Order	20083440	2020-06-08	1	7	1	7	1	7	2173
08300	SZ	EDI Sales Order	20083450	2020-06-08	1	1	1	1	1	1	1170
08300	SZ	EDI Sales Order	20083566	2020-06-08	1	3	1	3	1	3	172
08300	SZ	EDI Sales Order	20083598	2020-06-08	1	1	1	1	1	1	880
08300	DI	Deemed Invoice (Rev)	20000440	2020-06-09	1	189	1	189	1	189	-101413
08300	S4	Do Not Use	20083786	2020-06-09	1	54	1	54	1	54	0
08300	S4	Do Not Use	20083871	2020-06-09	1	1	1	1	1	1	0
08300	S4	Do Not Use	20083965	2020-06-09	1	1	1	1	1	1	0
08300	S4	Do Not Use	20084481	2020-06-09	1	3	1	3	1	3	0
08300	SO	Sales Order	20083714	2020-06-09	1	1	1	1	1	1	53
08300	SO	Sales Order	20084148	2020-06-09	1	7	1	7	1	7	0
08300	SZ	EDI Sales Order	20083767	2020-06-09	1	1	1	1	1	1	183
08300	SZ	EDI Sales Order	20083772	2020-06-09	1	1	1	1	1	1	79
08300	SZ	EDI Sales Order	20083833	2020-06-09	1	2	1	2	1	2	1306
08300	SZ	EDI Sales Order	20083887	2020-06-09	1	4	1	3	1	3	3024
08300	SZ	EDI Sales Order	20083920	2020-06-09	1	1	1	1	1	1	1056
08300	SZ	EDI Sales Order	20083980	2020-06-09	1	3	1	3	1	3	146
08300	SZ	EDI Sales Order	20084005	2020-06-09	1	2	1	2	1	2	4223
08300	SZ	EDI Sales Order	20084132	2020-06-09	1	10	1	10	1	10	3060
08300	SZ	EDI Sales Order	20084181	2020-06-09	1	2	1	2	0	0	430
08300	SZ	EDI Sales Order	20084248	2020-06-09	1	1	1	1	1	1	84
08300	CF	Misc Credit	20084995	2020-06-10	1	1	1	1	1	1	-396
08300	DC	Deemed Commission Invoice	20000446	2020-06-10	1	181	1	181	1	181	63693
08300	DC	Deemed Commission Invoice	20000447	2020-06-10	1	228	1	228	1	228	9982
08300	DH	Deemed CrNote (Rev)	20000296	2020-06-10	1	9	1	9	1	9	2732
08300	DQ	Miscellaneous Debit	20084626	2020-06-10	1	1	1	1	1	1	3127
08300	S4	Do Not Use	20085139	2020-06-10	1	1	1	1	1	1	0
08300	S4	Do Not Use	20085141	2020-06-10	1	1	1	1	1	1	0
08300	SO	Sales Order	20084498	2020-06-10	1	4	1	4	1	3	887
08300	SO	Sales Order	20084567	2020-06-10	1	6	1	6	1	6	1544
08300	SO	Sales Order	20084641	2020-06-10	1	2	1	2	1	2	2020
08300	SO	Sales Order	20084714	2020-06-10	1	1	1	1	0	0	0
08300	SO	Sales Order	20084786	2020-06-10	1	3	1	3	1	3	302
08300	SO	Sales Order	20084959	2020-06-10	1	1	1	1	0	0	0
08300	SO	Sales Order	20084965	2020-06-10	1	5	1	5	1	5	405
08300	SZ	EDI Sales Order	20084693	2020-06-10	1	1	1	1	1	1	63
08300	SZ	EDI Sales Order	20084774	2020-06-10	1	2	1	2	1	2	516
08300	SZ	EDI Sales Order	20084967	2020-06-10	1	4	1	4	1	4	3556
08300	SZ	EDI Sales Order	20084978	2020-06-10	1	2	1	2	1	2	601
08300	SZ	EDI Sales Order	20085003	2020-06-10	1	11	1	11	1	11	1602
08300	SZ	EDI Sales Order	20085068	2020-06-10	1	5	1	3	1	3	3115
08300	SZ	EDI Sales Order	20085346	2020-06-10	1	1	1	1	1	1	34
08300	CF	Misc Credit	20085361	2020-06-11	1	1	1	1	1	1	-410
08300	DC	Deemed Commission Invoice	20000450	2020-06-11	1	296	1	296	1	296	77843
08300	DK	Deemed Invoice (Rev) FOC	20000095	2020-06-11	1	1	1	1	1	1	0
08300	SO	Sales Order	20085304	2020-06-11	1	6	1	6	1	6	0
08300	SO	Sales Order	20085673	2020-06-11	1	4	1	4	1	4	1329
08300	SO	Sales Order	20085699	2020-06-11	1	7	1	7	1	7	5512
08300	SO	Sales Order	20085714	2020-06-11	1	2	1	2	1	2	0
08300	SO	Sales Order	20085874	2020-06-11	1	7	1	6	1	6	5866
08300	SO	Sales Order	20085891	2020-06-11	1	2	1	2	0	0	0
08300	ST	Transfer Sales Order	20085607	2020-06-11	1	11	1	11	1	11	102547
08300	SZ	EDI Sales Order	20085800	2020-06-11	1	1	1	1	1	1	432
08300	SZ	EDI Sales Order	20085413	2020-06-11	1	2	1	2	1	2	227
08300	SZ	EDI Sales Order	20085422	2020-06-11	1	1	1	1	1	1	240
08300	SZ	EDI Sales Order	20085429	2020-06-11	1	3	1	3	1	3	334
08300	SZ	EDI Sales Order	20085507	2020-06-11	1	4	1	4	1	4	9360
08300	SZ	EDI Sales Order	20085548	2020-06-11	1	1	1	1	1	1	120
08300	SZ	EDI Sales Order	20085563	2020-06-11	1	3	1	3	1	3	437
08300	SZ	EDI Sales Order	20085705	2020-06-11	1	1	1	1	1	1	183
08300	SZ	EDI Sales Order	20085747	2020-06-11	1	4	1	4	1	4	5248
08300	CF	Misc Credit	20086548	2020-06-12	1	6	1	6	1	6	-3850
08300	DC	Deemed Commission Invoice	20000454	2020-06-12	1	210	1	210	1	210	48655
08300	S4	Do Not Use	20086682	2020-06-12	1	1	1	1	1	1	0
08300	S4	Do Not Use	20086742	2020-06-12	1	2	1	2	1	2	0
08300	SO	Sales Order	20086146	2020-06-12	1	5	1	5	1	5	2195
08300	SO	Sales Order	20086314	2020-06-12	1	7	1	7	1	7	981
08300	SO	Sales Order	20086366	2020-06-12	1	1	1	1	1	1	246
08300	SO	Sales Order	20086546	2020-06-12	1	1	1	1	1	1	186
08300	SZ	EDI Sales Order	20086275	2020-06-12	1	1	1	1	1	1	276
08300	SZ	EDI Sales Order	20086329	2020-06-12	1	14	1	14	1	11	2885
08300	SZ	EDI Sales Order	20086402	2020-06-12	1	1	1	1	1	1	1432
08300	SZ	EDI Sales Order	20086413	2020-06-12	1	1	1	1	1	1	828
08300	SZ	EDI Sales Order	20086471	2020-06-12	1	1	1	1	1	1	120
08300	SZ	EDI Sales Order	20086517	2020-06-12	1	2	1	2	1	2	1760
08300	DI	Deemed Invoice (Rev)	20000457	2020-06-13	1	14	1	14	1	14	-8340
08300	SO	Sales Order	20086977	2020-06-13	1	1	1	1	0	0	0
08300	SO	Sales Order	20087063	2020-06-13	1	1	1	1	1	1	889
08300	SO	Sales Order	20087064	2020-06-13	1	7	1	7	1	7	1142
08300	SO	Sales Order	20087069	2020-06-13	1	1	1	1	1	1	201
08300	SO	Sales Order	20087071	2020-06-13	1	3	1	3	1	3	3660
08300	CF	Misc Credit	20088080	2020-06-15	1	1	1	1	1	1	-1080
08300	CO	Credit note Customer Return	20088083	2020-06-15	1	1	1	1	1	1	-1233
08300	DH	Deemed CrNote (Rev)	20000314	2020-06-15	1	12	1	12	1	12	6562
08300	SA	Sample Order	20087851	2020-06-15	1	1	1	1	1	1	0
08300	SO	Sales Order	20087467	2020-06-15	1	1	1	1	1	1	87
08300	SO	Sales Order	20087487	2020-06-15	1	2	1	2	1	2	432
08300	SO	Sales Order	20087611	2020-06-15	1	1	1	1	1	1	247
08300	SO	Sales Order	20087798	2020-06-15	1	1	1	1	1	1	650
08300	SO	Sales Order	20087843	2020-06-15	1	1	1	1	0	0	0
08300	SO	Sales Order	20087888	2020-06-15	1	1	1	1	1	1	1325
08300	SZ	EDI Sales Order	20087558	2020-06-15	1	1	1	1	1	1	136
08300	SZ	EDI Sales Order	20087584	2020-06-15	1	2	1	2	1	2	1306
08300	SZ	EDI Sales Order	20087595	2020-06-15	1	2	1	2	1	2	494
08300	SZ	EDI Sales Order	20087597	2020-06-15	1	3	1	3	1	3	221
08300	SZ	EDI Sales Order	20087627	2020-06-15	1	1	1	1	1	1	253
08300	SZ	EDI Sales Order	20087676	2020-06-15	1	1	1	1	1	1	3420
08300	SZ	EDI Sales Order	20087699	2020-06-15	1	1	1	1	1	1	428
08300	SZ	EDI Sales Order	20087712	2020-06-15	1	2	1	2	1	2	528
08300	SZ	EDI Sales Order	20087768	2020-06-15	1	3	1	3	1	2	760
08300	SZ	EDI Sales Order	20087784	2020-06-15	1	1	1	1	1	1	34
08300	SZ	EDI Sales Order	20087875	2020-06-15	1	2	1	2	1	2	85
08300	SZ	EDI Sales Order	20087896	2020-06-15	1	3	1	3	1	3	2711
08300	SZ	EDI Sales Order	20087918	2020-06-15	1	1	1	1	1	1	142
08300	DB	Deemed Commission CrNote	20000307	2020-06-16	1	1	1	1	1	1	-4
08300	DQ	Miscellaneous Debit	20088488	2020-06-16	1	5	1	5	1	5	1339
08300	S4	Do Not Use	20088323	2020-06-16	1	30	1	30	1	30	0
08300	S4	Do Not Use	20088383	2020-06-16	1	1	1	1	1	1	0
08300	S4	Do Not Use	20088469	2020-06-16	1	3	1	3	1	3	0
08300	S4	Do Not Use	20088576	2020-06-16	1	1	1	1	1	1	0
08300	S4	Do Not Use	20088671	2020-06-16	1	2	1	2	1	2	0
08300	S4	Do Not Use	20088831	2020-06-16	1	1	1	1	1	1	0
08300	SF	Non Billable Service Orders	20088468	2020-06-16	1	1	1	1	1	1	0
08300	SO	Sales Order	20088175	2020-06-16	1	2	1	2	0	0	2700
08300	SO	Sales Order	20088176	2020-06-16	1	5	1	5	0	0	48096
08300	SO	Sales Order	20088211	2020-06-16	1	13	1	13	1	11	1629
08300	SO	Sales Order	20088212	2020-06-16	1	1	1	1	0	0	1056
08300	SO	Sales Order	20088325	2020-06-16	1	1	1	1	1	1	0
08300	SO	Sales Order	20088354	2020-06-16	1	2	1	2	1	2	192
08300	SO	Sales Order	20088545	2020-06-16	1	5	1	5	1	5	571
08300	SO	Sales Order	20088619	2020-06-16	1	2	1	2	1	1	0
08300	SO	Sales Order	20088793	2020-06-16	1	5	1	5	1	5	2394
08300	ST	Transfer Sales Order	20088634	2020-06-16	1	18	1	18	1	15	44614
08300	SO	Sales Order	20083552	2020-06-08	1	11	1	11	1	11	0
08300	SO	Sales Order	20083590	2020-06-08	1	1	1	1	1	1	230
08300	SZ	EDI Sales Order	20082986	2020-06-08	1	3	1	3	1	2	2628
08300	SZ	EDI Sales Order	20083144	2020-06-08	1	2	1	2	1	2	114
08300	SZ	EDI Sales Order	20083145	2020-06-08	1	5	1	5	1	5	32427
08300	SZ	EDI Sales Order	20083233	2020-06-08	1	2	1	2	1	2	808
08300	SZ	EDI Sales Order	20083236	2020-06-08	1	5	1	5	1	5	799
08300	SZ	EDI Sales Order	20083424	2020-06-08	1	1	1	1	1	1	2590
08300	SZ	EDI Sales Order	20083526	2020-06-08	1	6	1	6	1	6	1656
08300	SZ	EDI Sales Order	20083749	2020-06-08	1	2	1	2	1	2	1253
08300	CO	Credit note Customer Return	20084076	2020-06-09	1	1	1	1	1	1	-34
08300	DC	Deemed Commission Invoice	20000443	2020-06-09	1	211	1	211	1	211	13767
08300	S4	Do Not Use	20084112	2020-06-09	1	2	1	2	1	2	0
08300	S4	Do Not Use	20084188	2020-06-09	1	83	1	83	1	83	0
08300	SO	Sales Order	20083823	2020-06-09	1	1	1	1	0	0	888
08300	SO	Sales Order	20084120	2020-06-09	1	1	1	1	1	1	1274
08300	SZ	EDI Sales Order	20083773	2020-06-09	1	1	1	1	1	1	470
08300	SZ	EDI Sales Order	20083841	2020-06-09	1	1	1	1	1	1	778
08300	SZ	EDI Sales Order	20083912	2020-06-09	1	1	1	1	1	1	5000
08300	SZ	EDI Sales Order	20084059	2020-06-09	1	2	1	2	1	2	483
08300	SZ	EDI Sales Order	20084087	2020-06-09	1	1	1	1	1	1	60
08300	SZ	EDI Sales Order	20084225	2020-06-09	1	8	1	8	1	8	5095
08300	SZ	EDI Sales Order	20084262	2020-06-09	1	1	1	1	1	1	202
08300	SZ	EDI Sales Order	20084305	2020-06-09	1	1	1	1	1	1	300
08300	SZ	EDI Sales Order	20084318	2020-06-09	1	4	1	4	1	4	34560
08300	SZ	EDI Sales Order	20084326	2020-06-09	1	7	1	7	1	4	4500
08300	CF	Misc Credit	20084645	2020-06-10	1	1	1	1	1	1	-250
08300	DQ	Miscellaneous Debit	20084629	2020-06-10	1	1	1	1	1	1	3127
08300	DQ	Miscellaneous Debit	20084704	2020-06-10	1	5	1	5	1	5	1172
08300	S4	Do Not Use	20084566	2020-06-10	1	1	1	1	1	1	0
08300	S4	Do Not Use	20084614	2020-06-10	1	1	1	1	1	1	0
08300	S4	Do Not Use	20085140	2020-06-10	1	1	1	1	1	1	0
08300	S4	Do Not Use	20085211	2020-06-10	1	1	1	1	1	1	63
08300	SO	Sales Order	20084501	2020-06-10	1	1	1	1	1	1	330
08300	SO	Sales Order	20084644	2020-06-10	1	1	1	1	0	0	0
08300	SO	Sales Order	20084651	2020-06-10	1	6	1	6	0	0	0
08300	SO	Sales Order	20085062	2020-06-10	1	2	0	0	0	0	0
08300	SZ	EDI Sales Order	20084776	2020-06-10	1	1	1	1	1	1	1548
08300	SZ	EDI Sales Order	20084788	2020-06-10	1	1	1	1	1	1	3580
08300	SZ	EDI Sales Order	20084802	2020-06-10	1	5	1	5	1	5	1577
08300	SZ	EDI Sales Order	20084842	2020-06-10	1	1	1	1	1	1	792
08300	SZ	EDI Sales Order	20085055	2020-06-10	1	16	1	16	1	16	12766
08300	SZ	EDI Sales Order	20085345	2020-06-10	1	2	1	1	1	1	1104
08300	SZ	EDI Sales Order	20085439	2020-06-10	1	8	1	8	0	0	0
08300	DB	Deemed Commission CrNote	20000297	2020-06-11	1	7	1	7	1	7	-818
08300	DC	Deemed Commission Invoice	20000451	2020-06-11	1	91	1	91	1	91	28685
08300	DK	Deemed Invoice (Rev) FOC	20000102	2020-06-11	1	2	1	2	1	2	0
08300	S4	Do Not Use	20085463	2020-06-11	1	2	1	2	1	2	0
08300	S4	Do Not Use	20085465	2020-06-11	1	2	1	2	1	2	0
08300	S4	Do Not Use	20085534	2020-06-11	1	2	1	2	1	2	0
08300	S4	Do Not Use	20085918	2020-06-11	1	1	1	1	1	1	0
08300	S4	Do Not Use	20086060	2020-06-11	1	3	1	3	1	3	0
08300	S4	Do Not Use	20086062	2020-06-11	1	1	1	1	1	1	151
08300	SF	Non Billable Service Orders	20085466	2020-06-11	1	11	1	11	1	11	0
08300	SF	Non Billable Service Orders	20086058	2020-06-11	1	2	1	2	1	2	0
08300	SO	Sales Order	20085306	2020-06-11	1	1	1	1	1	1	157
08300	SO	Sales Order	20085363	2020-06-11	1	1	1	1	1	1	370
08300	SO	Sales Order	20085551	2020-06-11	1	2	1	2	1	2	3503
08300	SO	Sales Order	20085557	2020-06-11	1	3	1	3	1	3	1066
08300	SO	Sales Order	20085586	2020-06-11	1	1	1	1	1	1	1208
08300	SO	Sales Order	20085588	2020-06-11	1	1	1	1	0	0	0
08300	SO	Sales Order	20085590	2020-06-11	1	1	1	1	1	1	0
08300	SO	Sales Order	20085595	2020-06-11	1	1	1	1	1	1	2240
08300	SZ	EDI Sales Order	20085500	2020-06-11	1	7	1	7	1	7	18402
08300	SZ	EDI Sales Order	20085478	2020-06-11	1	1	1	1	1	1	90
08300	SZ	EDI Sales Order	20085513	2020-06-11	1	2	1	2	1	2	138
08300	SZ	EDI Sales Order	20085827	2020-06-11	1	1	1	1	1	1	1242
08300	SZ	EDI Sales Order	20085873	2020-06-11	1	1	1	1	1	1	24
